rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_A0LY29	55.396	4.12e-100	317	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2081587	2082378	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_A1U3D8	57.143	6.97e-99	313	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2081587	2082378	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
THYMIDYLATESYN-RXN	thymidylate synthase	2.1.1.45		UniRef90_A1SJ31	55.109	4.47e-96	305	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2081587	2082378	|1CMET2-PWY|	good_blast	NA	rxn01520 rxn11007 rxn34042 	NA	0	1
AMINOBENZCOALIG-RXN	2-aminobenzoate-CoA ligase	6.2.1.32	NA	tr|Q8VUF1|Q8VUF1_AROEV	24.419	1.01e-17	83.6	86	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1183762	1185255	|2AMINOBENZDEG-PWY|	bad_blast	NA	rxn00723 rxn05125 	NA	0	NA
AMBENCOATHAUERA-RXN	2-aminobenzoyl-CoA reductase		NA									|2AMINOBENZDEG-PWY|	no_blast	NA	 	NA	0	NA
2ASDOSALCAL-RXN	2-aminobenzenesulfonate,NADH:oxygen oxidoreductase (2,3-hydroxylating, ammonia-forming)	1.14.12.14	NA									|2ASDEG-PWY|	no_blast	NA	rxn03496 	Subunit 1	0	NA
2ASDOSALCAL-RXN	2-aminobenzenesulfonate,NADH:oxygen oxidoreductase (2,3-hydroxylating, ammonia-forming)	1.14.12.14	NA									|2ASDEG-PWY|	no_blast	NA	rxn03496 	Subunit 2	0	NA
2ASDOSALCAL-RXN	2-aminobenzenesulfonate,NADH:oxygen oxidoreductase (2,3-hydroxylating, ammonia-forming)	1.14.12.14	NA									|2ASDEG-PWY|	no_blast	NA	rxn03496 	NA	0	NA
3SC23OALCAL-RXN	3-sulfocatechol 2,3-dioxygenase	1.13.11	NA									|2ASDEG-PWY|	no_seq_data	NA	 	NA	0	NA
3SC23OSPON-RXN	3SC23OSPON-RXN		NA									|2ASDEG-PWY|	spontaneous	NA	 	NA	0	NA
RXN-8529	RXN-8529	5.3.2.6	NA	tr|C4TP07|C4TP07_9BACL	27.451	0.66	23.9	81	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	680507	680358	|2ASDEG-PWY|	bad_blast	NA	 	NA	0	NA
4.1.1.77-RXN	4.1.1.77-RXN	4.1.1.77	NA									|2ASDEG-PWY|	no_blast	NA	rxn01894 rxn03675 rxn18926 	NA	0	NA
AMINEPHEN-RXN	phenylethylamine oxidase	1.4.3.21	NA									|2PHENDEG-PWY|	no_blast	NA	rxn01715 rxn01833 rxn01903 rxn02250 rxn02828 rxn02993 rxn03639 rxn04140 rxn04571 rxn06056 rxn19154 rxn25689 	NA	0	NA
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39	NA									|2PHENDEG-PWY|	no_blast	NA	rxn01840 rxn20533 	NA	0	NA
RXN-8505	4-hydroxyphenylacetate 3-monooxygenase	1.14.14.9	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	rxn01945 rxn02363 rxn24966 	Subunit OS	0	NA
RXN-8505	4-hydroxyphenylacetate 3-monooxygenase	1.14.14.9	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	rxn01945 rxn02363 rxn24966 	Subunit undefined	0	NA
RXN-8505	4-hydroxyphenylacetate 3-monooxygenase	1.14.14.9	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	rxn01945 rxn02363 rxn24966 	NA	0	NA
1.13.11.15-RXN	3,4-dihydroxyphenylacetate dioxygenase	1.13.11.15	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	rxn02366 	NA	0	NA
CHMS-DEHYDROGENASE-RXN	2-hydroxy-5-carboxymethylmuconate semialdehyde dehydrogenase	1.2.1.60	NA	UniRef50_A0A090Q4D4	23.711	1.32e-22	95.9	83	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	967962	967102	|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	bad_blast	NA	rxn03055 	NA	0	NA
5.3.3.10-RXN	5-carboxymethyl-2-hydroxymuconate isomerase	5.3.3.10	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	spontaneous	NA	rxn03040 rxn03092 rxn07630 rxn12709 	NA	0	NA
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	4-hydroxy-2-ketopimelate aldolase	4.1.2.52	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	 	NA	0	NA
SUCCSEMIALDDEHYDROG-RXN	SUCCSEMIALDDEHYDROG-RXN	1.2.1.79	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	rxn00509 	NA	0	NA
HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN	2-hydroxyhepta-2,4-dienedioate hydratase	4.2.1.163	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	 	NA	0	NA
4.1.1.68-RXN	5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase	4.1.1.68	NA									|3-HYDROXYPHENYLACETATE-DEGRADATION-PWY|	no_blast	NA	rxn02884 rxn03041 	NA	0	NA
HYDROXY-MANDELATE-RACEMASE-RXN	hydroxymandelate racemase	5.1.2.2	NA									|4-HYDROXYMANDELATE-DEGRADATION-PWY|	no_blast	NA	rxn02688 rxn02904 	NA	0	NA
4-HYDROXYMANDELATE-OXY-RXN	(S)-mandelate dehydrogenase	1.1.5	NA									|4-HYDROXYMANDELATE-DEGRADATION-PWY|	no_blast	NA	 	NA	0	NA
HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN	Hydroxybenzoylformate decarboxylase	4.1.1.7	NA	UniRef90_P20906	24.343	4.73e-21	94.0	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1218280	1219938	|4-HYDROXYMANDELATE-DEGRADATION-PWY|	bad_blast	NA	rxn01294 rxn01933 	NA	0	NA
HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	NAD+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.64	NA									|4-HYDROXYMANDELATE-DEGRADATION-PWY|	no_blast	NA	rxn00957 rxn07482 	NA	0	NA
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	NADP+-4-hydroxybenzaldehyde dehydrogenase	1.2.1.96	NA									|4-HYDROXYMANDELATE-DEGRADATION-PWY|	no_blast	NA	 	NA	0	NA
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	p-hydroxybenzoate hydroxylase	1.14.13.2	NA									|4-HYDROXYMANDELATE-DEGRADATION-PWY|	no_blast	NA	rxn00962 	NA	0	NA
TCCOL-RXN	4-toluene-carboxylate monooxygenase	1.14.99	NA									|4TOLCARBDEG-PWY|	no_blast	NA	 	NA	0	NA
COLCYD-RXN	4-carboxybenzyl alcohol dehydrogenase	1.1.1.M5	NA	sp|P94681|TSAC_COMTE	34.902	7.85e-35	128	100	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1475143	1474391	|4TOLCARBDEG-PWY|	bad_blast	NA	rxn13787 	NA	0	NA
CYDTER-RXN	4-carboxybenzaldehyde dehydrogenase	1.2.1	NA									|4TOLCARBDEG-PWY|	no_blast	NA	 	NA	0	NA
6-OXOCINEOLE-DEHYDROGENASE-RXN	6-oxocineole oxygenase	1.14.13.51	NA									|6-HYDROXYCINEOLE-DEGRADATION-PWY|	no_seq_data	NA	rxn02148 	NA	0	NA
6-ENDO-HYDROXYCINEOLE-DEHYDROGENASE-RXN	6-endo-hydroxycineole dehydrogenase	1.1.1.241	NA									|6-HYDROXYCINEOLE-DEGRADATION-PWY|	no_seq_data	NA	rxn02147 	NA	0	NA
C04718-C060066-AUTOTRANSFORMATION-RXN	C04718-C060066-AUTOTRANSFORMATION-RXN		NA									|6-HYDROXYCINEOLE-DEGRADATION-PWY|	spontaneous	NA	 	NA	0	NA
RXN-4342	1,8-cineole 2-exo-monooxygenase	1.14.14.56	NA									|6-HYDROXYCINEOLE-DEGRADATION-PWY|	no_seq_data	NA	 	NA	0	NA
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.16	NA									|ACETOACETATE-DEG-PWY|	no_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	NA
ACETYL-COA-ACETYLTRANSFER-RXN	acetyl-CoA acetyltransferase	2.3.1.9	NA									|ACETOACETATE-DEG-PWY|	no_blast	NA	rxn00178 rxn00874 rxn23003 	NA	0	NA
ACETOACETYL-COA-TRANSFER-RXN	acetoacetyl-CoA transferase	2.8.3.9	NA									|ACETOACETATE-DEG-PWY|	no_blast	NA	rxn00994 	Subunit 1	0	NA
ACETOACETYL-COA-TRANSFER-RXN	acetoacetyl-CoA transferase	2.8.3.9	NA									|ACETOACETATE-DEG-PWY|	no_blast	NA	rxn00994 	Subunit 2	0	NA
ACETOACETYL-COA-TRANSFER-RXN	acetoacetyl-CoA transferase	2.8.3.9	NA									|ACETOACETATE-DEG-PWY|	no_blast	NA	rxn00994 	NA	0	NA
N6-HYDROXYLYSINE-O-ACETYLTRANSFERASE-RXN	N6-hydroxylysine N-acetyltransferase	2.3.1.102	NA									|AEROBACTINSYN-PWY|	no_blast	NA	rxn02266 	NA	0	NA
1.14.13.59-RXN	L-lysine 6-monooxygenase	1.14.13.59	NA									|AEROBACTINSYN-PWY|	no_blast	NA	rxn00311 	NA	0	NA
RXN-13054	citrate:N6-acetyl-N6-hydroxy-L-lysine ligase	6.3.2.38	NA									|AEROBACTINSYN-PWY|	no_blast	NA	 	NA	0	NA
RXN-13056	aerobactin synthase	6.3.2.39	NA									|AEROBACTINSYN-PWY|	no_blast	NA	 	NA	0	NA
ALANINE-AMINOTRANSFERASE-RXN	alanine aminotransferase	2.6.1.2		UniRef90_P0A960	58.897	3.59e-170	524	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	490428	491624	|ALACAT2-PWY|	good_blast	NA	rxn00191 rxn33940 	NA	0	1
DLACTDEHYDROGNAD-RXN	D-lactate dehydrogenase	1.1.1.28	NA	sp|Q88VJ2|LDHD_LACPL	29.123	1.67e-31	121	86	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	189659	188841	|ALACAT2-PWY|	bad_blast	NA	rxn00500 	NA	0	NA
GLUTAMATE-DEHYDROGENASE-RXN	glutamate dehydrogenase	1.4.1.2		UniRef90_B2RKJ1	55.056	4.80e-159	494	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1611089	1612411	|ALACAT2-PWY|	good_blast	NA	rxn00182 rxn19827 	NA	0	1
ALARACECAT-RXN	alanine racemase	5.1.1.1		UniRef90_A0QKR9	38.142	6.91e-64	218	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	997930	996704	|ALADEG-PWY|	good_blast	NA	rxn00283 	NA	0	1
ALARACECAT-RXN	alanine racemase	5.1.1.1		UniRef90_A0PME2	39.512	8.40e-63	214	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	997930	996704	|ALADEG-PWY|	good_blast	NA	rxn00283 	NA	0	1
DALADEHYDROG-RXN	D-alanine dehydrogenase	1.4.5	NA									|ALADEG-PWY|	no_blast	NA	 	NA	0	NA
ALANINE-AMINOTRANSFERASE-RXN	alanine aminotransferase	2.6.1.2		UniRef90_P0A960	58.897	3.59e-170	524	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	490428	491624	|ALANINE-SYN2-PWY|	good_blast	full	rxn00191 rxn33940 	NA	0	1
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	valine transaminase	2.6.1.42		UniRef90_A0R066	50.278	1.48e-104	334	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	635202	634135	|ALANINE-VALINESYN-PWY|	good_blast	full	rxn00806 rxn00903 rxn01575 rxn31232 rxn33935 rxn33936 	NA	0	1
VALINE-PYRUVATE-AMINOTRANSFER-RXN	valine-pyruvate aminotransferase	2.6.1.66		UniRef90_P96847	35.864	3.97e-66	224	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2167767	2168906	|ALANINE-VALINESYN-PWY|	good_blast	full	rxn00904 rxn33939 	NA	0	1
RXN-12444	FMN reductase	1.5.1.38	NA	UniRef90_P39605	32.129	1.13e-35	130	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1726769	1726026	|ALKANEMONOX-PWY|	bad_blast	NA	rxn03975 	NA	0	NA
RXN0-280	alkanesulfonate monooxygenase	1.14.14.5	NA									|ALKANEMONOX-PWY|	no_blast	NA	rxn05737 rxn07204 rxn08467 rxn26030 	NA	0	NA
AMONITRO-RXN	ammonia monooxygenase	1.14.99.39	NA									|AMMOXID-PWY|	no_blast	NA	rxn14010 rxn16361 rxn19165 rxn90090 	Subunit 1	0	NA
AMONITRO-RXN	ammonia monooxygenase	1.14.99.39	NA									|AMMOXID-PWY|	no_blast	NA	rxn14010 rxn16361 rxn19165 rxn90090 	Subunit 2	0	NA
AMONITRO-RXN	ammonia monooxygenase	1.14.99.39	NA									|AMMOXID-PWY|	no_blast	NA	rxn14010 rxn16361 rxn19165 rxn90090 	Subunit 3	0	NA
AMONITRO-RXN	ammonia monooxygenase	1.14.99.39	NA									|AMMOXID-PWY|	no_blast	NA	rxn14010 rxn16361 rxn19165 rxn90090 	NA	0	NA
HAONITRO-RXN	hydroxylamine oxidoreductase	1.7.2.6	NA									|AMMOXID-PWY|	no_blast	NA	rxn40053 	NA	0	NA
6PFRUCTPHOS-RXN	6-phosphofructokinase	2.7.1.11	NA	UniRef90_D9TT10	24.679	2.09e-16	76.6	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	346528	347412	|ANAGLYCOLYSIS-PWY|	bad_blast	NA	rxn00545 rxn00554 rxn00556 rxn00557 rxn01343 rxn01346 rxn01347 rxn01348 rxn02314 rxn02315 rxn02316 rxn02317 rxn15063 rxn15065 rxn15066 rxn15493 rxn30050 rxn31649 rxn31652 rxn31653 rxn31658 rxn33754 rxn33839 rxn38002 	NA	0	NA
F16ALDOLASE-RXN	fructose-bisphosphate aldolase	4.1.2.13		UniRef90_O69600	60.169	7.88e-116	365	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1523012	1524073	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00786 rxn01334 rxn01870 rxn15116 rxn28981 rxn31335 rxn33841 rxn33866 	NA	0	1
F16ALDOLASE-RXN	fructose-bisphosphate aldolase	4.1.2.13		UniRef90_O51401	38.547	2.09e-58	201	94	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1523045	1524067	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00786 rxn01334 rxn01870 rxn15116 rxn28981 rxn31335 rxn33841 rxn33866 	NA	0	1
TRIOSEPISOMERIZATION-RXN	triosephosphate isomerase	5.3.1.1		UniRef90_A1A1N2	82.890	6.57e-152	465	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	486948	487736	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00747 	NA	0	1
TRIOSEPISOMERIZATION-RXN	triosephosphate isomerase	5.3.1.1		UniRef90_A4FBM6	51.373	1.31e-83	269	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	486960	487724	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00747 	NA	0	1
TRIOSEPISOMERIZATION-RXN	triosephosphate isomerase	5.3.1.1		UniRef90_A4TC25	48.627	1.23e-79	258	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	486960	487724	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00747 	NA	0	1
TRIOSEPISOMERIZATION-RXN	triosephosphate isomerase	5.3.1.1		UniRef90_A1T8L2	47.059	5.50e-77	250	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	486960	487724	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00747 	NA	0	1
TRIOSEPISOMERIZATION-RXN	triosephosphate isomerase	5.3.1.1		UniRef90_A4SFM8	43.529	7.58e-61	203	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	486960	487724	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00747 	NA	0	1
TRIOSEPISOMERIZATION-RXN	triosephosphate isomerase	5.3.1.1		UniRef90_A3DBQ1	42.292	1.57e-60	202	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	486960	487718	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00747 	NA	0	1
GAPOXNPHOSPHN-RXN	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12		UniRef90_O32755	64.286	3.30e-137	426	100	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	266035	264986	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00781 rxn33210 rxn33842 	NA	0	1
GAPOXNPHOSPHN-RXN	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12		UniRef90_O52631	49.857	1.85e-98	315	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	266026	264980	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00781 rxn33210 rxn33842 	NA	0	1
GAPOXNPHOSPHN-RXN	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12		UniRef90_O67161	45.833	1.00e-88	287	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	266035	264989	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00781 rxn33210 rxn33842 	NA	0	1
GAPOXNPHOSPHN-RXN	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12		UniRef90_A0QWW2	46.199	4.06e-82	268	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	266035	265016	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00781 rxn33210 rxn33842 	NA	0	1
GAPOXNPHOSPHN-RXN	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12		UniRef90_B0B879	42.330	6.32e-75	247	100	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	266029	264980	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00781 rxn33210 rxn33842 	NA	0	1
GAPOXNPHOSPHN-RXN	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12		UniRef90_O83816	40.556	1.05e-62	213	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	266029	264989	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00781 rxn33210 rxn33842 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A3PZA2	58.780	1.20e-137	431	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A0QWW3	58.881	1.18e-134	422	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A5CRT6	60.988	1.51e-133	419	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486885	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1T8L1	59.854	3.97e-133	418	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A4FBM5	59.852	2.21e-132	416	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1R6H1	55.500	9.46e-132	414	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485713	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A0JWP8	55.750	9.38e-126	397	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485713	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A0PYP1	54.545	3.61e-120	380	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485677	486885	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1QYK6	49.127	9.98e-118	373	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A2C025	51.605	8.49e-115	365	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485689	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1BJZ1	50.125	9.90e-115	365	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485689	486885	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A2BNZ0	52.000	6.04e-114	363	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485701	486885	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A5CYN8	51.629	1.14e-111	356	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485689	486885	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A0QHY4	55.366	1.88e-110	353	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486885	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A4SH15	50.873	4.67e-108	345	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485689	486885	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1APN7	46.898	3.29e-101	326	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A0LJZ1	45.050	2.92e-101	326	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1AVA8	45.387	8.68e-93	301	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485692	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A5CXU9	46.384	2.42e-92	300	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485692	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1WVV5	45.792	3.74e-92	300	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485689	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A0Q7J1	43.490	2.54e-90	294	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485746	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A0RQT4	43.035	3.44e-89	291	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485692	486885	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1UR75	43.003	1.38e-88	290	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485710	486885	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1K9F0	42.476	8.07e-86	281	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485686	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1TW90	43.073	4.78e-83	273	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485707	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A0KGD3	47.512	6.29e-82	270	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485695	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A1WD35	42.569	2.41e-80	266	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	485707	486888	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
